source_file,line,section,address,size,virtual_address,flags,name,is_placeholder
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,998,.text,0x80040d44,0x00000024,0x80040d44,0,zz_0040d44_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,999,.text,0x80040d68,0x00000024,0x80040d68,0,zz_0040d68_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1000,.text,0x80040d8c,0x0000002c,0x80040d8c,0,zz_0040d8c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1001,.text,0x80040db8,0x00000024,0x80040db8,0,zz_0040db8_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1002,.text,0x80040ddc,0x000000f8,0x80040ddc,0,PlayerBlock_InitializeComboTable,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1003,.text,0x80040ed4,0x000000e8,0x80040ed4,0,zz_0040ed4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1004,.text,0x80040fbc,0x00000138,0x80040fbc,0,zz_0040fbc_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1005,.text,0x800410f4,0x000000d0,0x800410f4,0,zz_00410f4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1006,.text,0x800411c4,0x000000bc,0x800411c4,0,"PlayerBlock_ResetComboProgress(r3=PlayerSlot,r4=SubcharBool)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1007,.text,0x80041280,0x00000050,0x80041280,0,PlayerBlock_UpdateComboGroundAirSomething,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1008,.text,0x800412d0,0x00000030,0x800412d0,0,zz_00412d0_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1009,.text,0x80041300,0x0000004c,0x80041300,0,PlayerBlock_LoadComboDamageAsInt,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1010,.text,0x8004134c,0x00000040,0x8004134c,0,PlayerBlock_LoadComboCount,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1011,.text,0x8004138c,0x00000134,0x8004138c,0,PlayerBlock_GoTo_+0x6F8,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1012,.text,0x800414c0,0x00000064,0x800414c0,0,zz_00414c0_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1013,.text,0x80041524,0x0000008c,0x80041524,0,zz_0041524_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1014,.text,0x800415b0,0x00000170,0x800415b0,0,zz_00415b0_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1015,.text,0x80041720,0x00000024,0x80041720,0,zz_0041720_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1016,.text,0x80041744,0x0000002c,0x80041744,0,zz_0041744_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1017,.text,0x8004175c,0x00000014,0x8004175c,0,zz_004175c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1018,.text,0x80041770,0x000000bc,0x80041770,0,zz_0041770_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1019,.text,0x8004182c,0x000000c8,0x8004182c,0,zz_004182c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1020,.text,0x800418f4,0x000000b8,0x800418f4,0,zz_00418f4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1021,.text,0x800419ac,0x0000015c,0x800419ac,0,zz_00419ac_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1022,.text,0x80041b08,0x000000c0,0x80041b08,0,zz_0041b08_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1023,.text,0x80041bc8,0x00000034,0x80041bc8,0,zz_0041bc8_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1024,.text,0x80041bfc,0x0000007c,0x80041bfc,0,zz_0041bfc_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1025,.text,0x80041c78,0x00000014,0x80041c78,0,zz_0041c78_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1026,.text,0x80041c8c,0x00000144,0x80041c8c,0,CopyECBCurrentToECBPrevious,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1027,.text,0x80041dd0,0x00000114,0x80041dd0,0,"Stage_UpdateLineGroupsRangeFlag (CheckIfNearLineAreas, disregarded otherwise))",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1028,.text,0x80041ee4,0x00000194,0x80041ee4,0,ECB_InitializeECBStructValues,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1029,.text,0x80042078,0x00000194,0x80042078,0,ECB_StorePointersToBonesToStruct,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1030,.text,0x8004220c,0x00000168,0x8004220c,0,Item_InitECBSize,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1031,.text,0x80042374,0x00000010,0x80042374,0,ECB_StoreLedgeGrabToECBStruct,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1032,.text,0x80042384,0x00000158,0x80042384,0,zz_0042384_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1033,.text,0x800424dc,0x00000460,0x800424dc,0,ECB_UpdatePlayerBonePositions,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1034,.text,0x8004293c,0x0000031c,0x8004293c,0,zz_004293c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1035,.text,0x80042c58,0x000000cc,0x80042c58,0,ECB_Update+StoreNewECBCornerOffsets,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1036,.text,0x80042d24,0x0000008c,0x80042d24,0,zz_0042d24_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1037,.text,0x80042db0,0x000004b8,0x80042db0,0,ECB_Interpolate,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1038,.text,0x80042f50,0x00000318,0x80042f50,0,ECB_Interpolate,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1039,.text,0x80043268,0x000000bc,0x80043268,0,Stage_RunOnTouchFunction,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1040,.text,0x80043324,0x00000234,0x80043324,0,mpCollEnd(),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1041,.text,0x80043558,0x00000118,0x80043558,0,zz_0043558_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1042,.text,0x80043670,0x00000010,0x80043670,0,ECB_EnableUnkBit,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1043,.text,0x80043680,0x00000058,0x80043680,0,zz_0043680_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1044,.text,0x800436d8,0x0000000c,0x800436d8,0,zz_00436d8_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1045,.text,0x800436e4,0x00000070,0x800436e4,0,zz_00436e4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1046,.text,0x80043754,0x000002a8,0x80043754,0,"RunPhys(r3=Function,r4=PlayerPhysics,r5=CanPassThroughPlatforms)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1047,.text,0x800439fc,0x000000e0,0x800439fc,0,zz_00439fc_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1048,.text,0x80043adc,0x000000e0,0x80043adc,0,zz_0043adc_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1049,.text,0x80043bbc,0x000000b0,0x80043bbc,0,Collision_LeftWallCheck,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1050,.text,0x80043c6c,0x00000224,0x80043c6c,0,Collision_SomeWallCheck,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1051,.text,0x80043e90,0x000000b0,0x80043e90,0,Collision_SomeRightWallCheck2,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1052,.text,0x80043f40,0x00000224,0x80043f40,0,zz_0043f40_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1053,.text,0x80044164,0x00000260,0x80044164,0,"CheckForLEFTLedgeBox/LedgeOverlap(r3=PlayerECBStructStart,r4=PlayerECBStructEnd)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1054,.text,0x800443c4,0x00000264,0x800443c4,0,"CheckForRIGHTLedgeBox/LedgeOverlap(r3=PlayerECBStructStart,r4=PlayerECBStructEnd)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1055,.text,0x80044628,0x00000210,0x80044628,0,"ECB_CheckForGroundCollision(r3=ECB,r4=CheckToPassPlatformFunction,r5=PlayerGObj)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1056,.text,0x80044838,0x00000110,0x80044838,0,ECB_UponTouchingGround,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1057,.text,0x80044948,0x00000190,0x80044948,0,zz_0044948_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1058,.text,0x80044ad8,0x0000019c,0x80044ad8,0,Collision_SomeWallCheck(SamusGrappleUsesThis),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1059,.text,0x80044c74,0x0000019c,0x80044c74,0,Collision_CeilingSomething,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1060,.text,0x80044e10,0x00000694,0x80044e10,0,ECB_CheckForRightWallTouch,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1061,.text,0x800454a4,0x000006d0,0x800454a4,0,zz_00454a4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1062,.text,0x80045b74,0x000006b0,0x80045b74,0,ECB_CheckForLeftWall,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1063,.text,0x80046224,0x000006e0,0x80046224,0,ECB_CorrectPosition(r3=ECBStruct),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1064,.text,0x80046904,0x00000674,0x80046904,0,"RunPhys_Air (ReturnsGroundState, ChecksIfInRangeOfLedgeToo)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1065,.text,0x80046f78,0x00000280,0x80046f78,0,zz_0046f78_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1066,.text,0x800471f8,0x00000114,0x800471f8,0,EnvironmentCollisionCheck_CheckForGroundOnly(NoLedgeGrab),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1067,.text,0x8004730c,0x000000c0,0x8004730c,0,EnvironmentCollisionCheck_NessYoYo,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1068,.text,0x800473cc,0x00000114,0x800473cc,0,EnvironmentCollisionCheck_RecoveryMoveW/LedgeGrab,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1069,.text,0x800474e0,0x00000114,0x800474e0,0,zz_00474e0_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1070,.text,0x800475f4,0x000000c0,0x800475f4,0,EnvironmentCollisionCheck_AerialWithDefinedECBBones,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1071,.text,0x800476b4,0x0000012c,0x800476b4,0,zz_00476b4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1072,.text,0x800477e0,0x00000114,0x800477e0,0,zz_00477e0_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1073,.text,0x800478f4,0x00000114,0x800478f4,0,zz_00478f4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1074,.text,0x80047a08,0x000000c0,0x80047a08,0,zz_0047a08_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1075,.text,0x80047ac8,0x0000012c,0x80047ac8,0,zz_0047ac8_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1076,.text,0x80047bf4,0x0000012c,0x80047bf4,0,zz_0047bf4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1077,.text,0x80047d20,0x000000f4,0x80047d20,0,zz_0047d20_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1078,.text,0x80047e14,0x0000012c,0x80047e14,0,EnvironmentCollisionCheck_LedgeGrab/WallJump,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1079,.text,0x80047f40,0x0000012c,0x80047f40,0,zz_0047f40_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1080,.text,0x8004806c,0x000000f4,0x8004806c,0,zz_004806c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1081,.text,0x80048160,0x00000114,0x80048160,0,EnvironmentCollisionCheck_Ledge,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1082,.text,0x80048274,0x00000114,0x80048274,0,zz_0048274_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1083,.text,0x80048388,0x000000dc,0x80048388,0,zz_0048388_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1084,.text,0x80048464,0x00000114,0x80048464,0,zz_0048464_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1085,.text,0x80048578,0x000000dc,0x80048578,0,zz_0048578_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1086,.text,0x80048654,0x00000114,0x80048654,0,zz_0048654_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1087,.text,0x80048768,0x000000dc,0x80048768,0,zz_0048768_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1088,.text,0x80048844,0x000000b0,0x80048844,0,zz_0048844_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1089,.text,0x800488f4,0x000001bc,0x800488f4,0,ECB_StoreGroundID,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1090,.text,0x80048ab0,0x00000718,0x80048ab0,0,Collision_SomeRightWallCheck,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1091,.text,0x800491c8,0x000005b0,0x800491c8,0,ECB_StoreRightWallID,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1092,.text,0x80049778,0x00000734,0x80049778,0,Collision_SomeLeftWallSearch,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1093,.text,0x80049eac,0x000005b0,0x80049eac,0,ECB_StoreLeftWallID,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1094,.text,0x8004a45c,0x0000021c,0x8004a45c,0,zz_004a45c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1095,.text,0x8004a678,0x00000290,0x8004a678,0,zz_004a678_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1096,.text,0x8004a908,0x00000278,0x8004a908,0,zz_004a908_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1097,.text,0x8004ab80,0x00000164,0x8004ab80,0,zz_004ab80_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1098,.text,0x8004ace4,0x00000424,0x8004ace4,0,RunPhys_Ground(ReturnsGroundState),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1099,.text,0x8004b108,0x00000114,0x8004b108,0,EnvironmentCollisionCheck_FallOffLedge,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1100,.text,0x8004b21c,0x000000c0,0x8004b21c,0,EnvironmentCollisionCheck_FallOffLedgeWithDefinedECBBones\,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1101,.text,0x8004b2dc,0x00000114,0x8004b2dc,0,EnvironmentCollisionCheck_StopAtLedge,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1102,.text,0x8004b3f0,0x000000c0,0x8004b3f0,0,EnvironmentCollisionCheck_StopAtLedgeWithDefinedECBBones\,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1103,.text,0x8004b4b0,0x00000114,0x8004b4b0,0,EnvironmentCollisionCheck_Wait/Landing,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1104,.text,0x8004b5c4,0x00000114,0x8004b5c4,0,zz_004b5c4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1105,.text,0x8004b6d8,0x000001bc,0x8004b6d8,0,zz_004b6d8_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1106,.text,0x8004b894,0x00000540,0x8004b894,0,zz_004b894_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1107,.text,0x8004bdd4,0x00000554,0x8004bdd4,0,zz_004bdd4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1108,.text,0x8004c328,0x0000020c,0x8004c328,0,zz_004c328_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1109,.text,0x8004c374,0x000001c0,0x8004c374,0,zz_004c374_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1110,.text,0x8004c534,0x0000021c,0x8004c534,0,zz_004c534_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1111,.text,0x8004c750,0x00000114,0x8004c750,0,zz_004c750_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1112,.text,0x8004c864,0x000000b8,0x8004c864,0,ECB_SetUnkState,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1113,.text,0x8004c91c,0x00000150,0x8004c91c,0,zz_004c91c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1114,.text,0x8004ca6c,0x00000034,0x8004ca6c,0,getGroundTypeFriction_PreCheck?,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1115,.text,0x8004caa0,0x00000048,0x8004caa0,0,zz_004caa0_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1116,.text,0x8004cae8,0x00000048,0x8004cae8,0,zz_004cae8_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1117,.text,0x8004cb30,0x00000048,0x8004cb30,0,zz_004cb30_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1118,.text,0x8004cb78,0x00000048,0x8004cb78,0,zz_004cb78_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1119,.text,0x8004cbc0,0x00000028,0x8004cbc0,0,DataOffset_CheckIfOnDropThroughPlatform,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1120,.text,0x8004cbe8,0x0000000c,0x8004cbe8,0,ECB_SetLineIDToIgnore,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1121,.text,0x8004cbf4,0x0000000c,0x8004cbf4,0,ECB_ResetLineIDToIgnore,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1122,.text,0x8004cc00,0x00000424,0x8004cc00,0,ECB_CopyEntireECBContents,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1123,.text,0x8004d024,0x00000140,0x8004d024,0,Items_CheckIfSpawnPointIsntCollidingWithAnything,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1124,.text,0x8004d164,0x00000008,0x8004d164,0,Coll_GetStageCollData,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1125,.text,0x8004d16c,0x00000008,0x8004d16c,0,Coll_GetStageVert,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1126,.text,0x8004d174,0x00000008,0x8004d174,0,Coll_GetStageLine,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1127,.text,0x8004d17c,0x00000008,0x8004d17c,0,Coll_GetLineGroup,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1128,.text,0x8004d184,0x00000104,0x8004d184,0,StageSetup_CheckForLinesW/0Length?,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1129,.text,0x8004d288,0x000008f0,0x8004d288,0,Stage_CopyAllGround+WallCoordinatesTo-0x51E8(r13),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1130,.text,0x8004db78,0x0000008c,0x8004db78,0,Stage_GetLineUnk,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1131,.text,0x8004dc04,0x0000008c,0x8004dc04,0,Stage_GetLineUnk,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1132,.text,0x8004dc90,0x00000100,0x8004dc90,0,zz_004dc90_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1133,.text,0x8004dd90,0x00000300,0x8004dd90,0,"Line_GetInfo(r3=LineID,r4=TopN+ECBBottom,r5=ReturnUnk,r6=,r7=)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1134,.text,0x8004e090,0x00000308,0x8004e090,0,ECB_CheckIfCeilingExists?,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1135,.text,0x8004e398,0x000002ec,0x8004e398,0,zz_004e398_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1136,.text,0x8004e684,0x000002f8,0x8004e684,0,zz_004e684_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1137,.text,0x8004e97c,0x0000027c,0x8004e97c,0,zz_004e97c_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1138,.text,0x8004ebf8,0x00000164,0x8004ebf8,0,Raycast_Unk,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1139,.text,0x8004ed5c,0x000002ac,0x8004ed5c,0,Raycast_CheckLineIDForCollision?,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1140,.text,0x8004f008,0x000003f8,0x8004f008,0,"Raycast_GroundLine(r3=ReturnGroundPosition,r4=ReturnGroundID,r5=ReturnGroundType,r6=ReturnUnk,r7=,r8=,r9=r10=OptionalFunction,f1=CurrentX,f2=CurrentY,f3=PrevX,f4=PrevY,r5=0)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1141,.text,0x8004f400,0x000004a4,0x8004f400,0,"ECB_CheckAllGroundTypesForCollision(r3=LastKnownPosition,r4=LastGroundID,r5=LastGroundType,r6=SomeFloat,r10=perframe)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1142,.text,0x8004f8a4,0x00000388,0x8004f8a4,0,zz_004f8a4_,true
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1143,.text,0x8004fc2c,0x0000043c,0x8004fc2c,0,ECB_StoreCeilingID+Type,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1144,.text,0x80050068,0x00000164,0x80050068,0,Collision_CheckImaginary0.1Extension,false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1145,.text,0x800501cc,0x000003b0,0x800501cc,0,"Raycast_LeftWallLine(r3=ReturnLinePosition,r4=ReturnLineID,r5=ReturnLineType,r6=ReturnUnk,r7=,r8=,r9=r10=OptionalFunction,f1=CurrentX,f2=CurrentY,f3=PrevX,f4=PrevY,r5=0)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1146,.text,0x8005057c,0x0000043c,0x8005057c,0,Collision_SearchForMovingCollisionRightWall (With Ledge),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1147,.text,0x800509b8,0x000003b0,0x800509b8,0,"Raycast_RightWallLine(r3=ReturnLinePosition,r4=ReturnLineID,r5=ReturnLineType,r6=ReturnUnk,r7=,r8=,r9=r10=OptionalFunction,f1=CurrentX,f2=CurrentY,f3=PrevX,f4=PrevY,r5=0)",false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1148,.text,0x80050d68,0x0000043c,0x80050d68,0,Collision_SearchForLeftWallBetween1 (With Ledge),false
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/training_mode/GTME01.map,1149,.text,0x800511a4,0x000003fc,0x800511a4,0,Collision_SearchForRightWallBetween3 (No Ledge?),false
