header_path,line,kind,name,context
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/1p.h,2,define,MEX_H_1P,#define MEX_H_1P
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/1p.h,4,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/1p.h,5,include,datatypes.h,"#include ""datatypes.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/1p.h,7,struct,ClassicLineupDesc,struct ClassicLineupDesc
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/1p.h,13,struct,ClassicLineup,struct ClassicLineup // array of these @
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/1p.h,17,enum,check,"u8 x2;                         // 0x2, enum check for flag 0x80, 1 will use lineupdesc @ 804d4318, 2 will use lineupdesc @ 804d4320, 3 will use 804d4328"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,2,define,MEX_H_AUDIO,#define MEX_H_AUDIO
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,4,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,5,include,datatypes.h,"#include ""datatypes.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,7,enum,BGMKind,typedef enum BGMKind
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,17,enum,FGMGroup,typedef enum FGMGroup
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,26,enum,FGM_Main,typedef enum FGM_Main
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,41,enum,FGM_Narrator_Select,typedef enum FGM_Narrator_Select
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,48,enum,FGMID,enum FGMID
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,120,enum,_AXVCBState,typedef enum _AXVCBState
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,127,enum,_AXVPBType,typedef enum _AXVPBType
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,134,enum,_AXVCBRate,typedef enum _AXVCBRate
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,141,enum,_AXVPBSrcType,typedef enum _AXVPBSrcType
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,149,enum,AXPBUpdateFlag,typedef enum AXPBUpdateFlag {
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,160,struct,ARQRequest,typedef struct ARQRequest
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,165,struct,_AXPBADDR,typedef struct _AXPBADDR
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,177,struct,_AXPBMIX,typedef struct _AXPBMIX
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,199,struct,_AXPBITD,typedef struct _AXPBITD
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,210,struct,_AXPBUPDATE,typedef struct _AXPBUPDATE
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,217,struct,_AXPBDPOP,typedef struct _AXPBDPOP
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,230,struct,_AXPBVE,typedef struct _AXPBVE
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,236,struct,_AXPBADPCM,typedef struct _AXPBADPCM
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,245,struct,_AXPBFIR,typedef struct _AXPBFIR
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,252,struct,_AXPBSRC,typedef struct _AXPBSRC
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,261,struct,_AXPBADPCMLOOP,typedef struct _AXPBADPCMLOOP
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,268,struct,_AXPB,typedef struct _AXPB
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,292,struct,_AXVPB,typedef struct _AXVPB
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,314,struct,FGMLive,typedef struct FGMLive // i really need to look into this more
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,336,struct,HPSHeader,typedef struct HPSHeader
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,353,struct,HPSChunkHeader,typedef struct HPSChunkHeader
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,367,struct,BGMData,"struct BGMData // this name sucks, dont know enough about it to rename it"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,373,struct,VPB,struct VPB
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,411,struct,AXLive,struct AXLive
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,428,struct,before,static VPB *stc_bgm_vpb = R13 + -0x3f54;                           // is set when the first hps sample is played @ 8038b33c. value is copied to the prev member of the vpb struct before being updated
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,445,function,ARAlloc,void* ARAlloc(u32 length);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,446,function,ARFree,void  ARFree(u32* length);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,459,function,AXAcquireVoice,"AXVPB * AXAcquireVoice(u32 priority, void *callback, u32 userContext);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,460,function,AXFreeVoice,void    AXFreeVoice(AXVPB* p);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,461,function,AXSetVoiceState,"void    AXSetVoiceState(AXVPB* p, u32 state);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,464,function,AXSetVoiceMix,"void    AXSetVoiceMix(AXVPB* p, const AXPBMIX* mix);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,465,function,AXSetVoiceAddr,"void    AXSetVoiceAddr(AXVPB* p, const AXPBADDR* addr);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,466,function,AXSetVoiceVe,"void    AXSetVoiceVe(AXVPB* p, const AXPBVE* ve);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,467,function,AXSetVoiceLoop,"void    AXSetVoiceLoop(AXVPB* p, u32 loopFlag);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,468,function,AXSetVoiceEndAddr,"void    AXSetVoiceEndAddr(AXVPB* p, void* endAddr);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,469,function,AXSetVoiceSrcRatio,"void    AXSetVoiceSrcRatio(AXVPB* p, f32 ratio);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,472,function,AXRegisterCallback,void    AXRegisterCallback(void (*callback)(void));
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,474,function,SFX_Play,int SFX_Play(int sfxID);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,475,function,SFX_PlayRaw,"int SFX_PlayRaw(int sfx, int volume, int pan, int instance_slot, int fgm_kind); // any instance_slot other than 0 will remember the current instance and destroy it if another is requested to play with that slot"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,476,function,SFX_PlayCommon,int SFX_PlayCommon(int sfxID);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,477,function,SFX_PlayCrowd,int SFX_PlayCrowd(int sfxID);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,478,function,SFX_StopCrowd,void SFX_StopCrowd();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,481,function,Audio_AXCallback,void Audio_AXCallback();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,482,function,Audio_ResetCache,void Audio_ResetCache(int group_index);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,483,function,Audio_QueueFileLoad,"void Audio_QueueFileLoad(int group_index, u64 ssm_index);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,484,function,Audio_UpdateCache,void Audio_UpdateCache();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,485,function,Audio_RequestSSMLoad,void Audio_RequestSSMLoad(int ssm_id);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,486,function,Audio_SyncLoadAll,void Audio_SyncLoadAll();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,487,function,BGM_DecideMenuBGM,void BGM_DecideMenuBGM();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,488,function,BGM_GetMenuBGM,int BGM_GetMenuBGM();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,489,function,BGM_PlayFile,"void BGM_PlayFile(char *filename, int volume, int unk);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,490,function,BGM_Play,void BGM_Play(int hpsID);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,491,function,BGM_Stop,void BGM_Stop();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,492,function,BGM_Pause,void BGM_Pause();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,493,function,BGM_Resume,void BGM_Resume();
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,494,function,BGM_GetPreferredVolume,"int BGM_GetPreferredVolume();   // 0 - > 127, derived from sound options in main menu"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,495,function,BGM_SetVolume,void BGM_SetVolume(int volume); // 0 - > 127
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,496,function,FGM_CheckActive,int FGM_CheckActive(u32 fgm_id);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,497,function,FGM_Stop,void FGM_Stop(u32 fgm_id);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,498,function,FGM_SetVolume,"int FGM_SetVolume(u32 sfxid, u8 volume);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,499,function,FGM_SetPanning,"int FGM_SetPanning(u32 sfxid, u8 panning);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,500,function,FGM_PauseKind,"void FGM_PauseKind(int kind); // pausing in-game pauses kinds 5,6,7,8"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/audio.h,501,function,FGM_ResumeKind,void FGM_ResumeKind(int kind);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,2,define,MEX_H_COLLISION,#define MEX_H_COLLISION
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,4,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,5,include,datatypes.h,"#include ""datatypes.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,6,include,obj.h,"#include ""obj.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,9,define,ECB_GROUND,#define ECB_GROUND 0x18000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,10,define,ECB_CEIL,#define ECB_CEIL 0x6000
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,11,define,ECB_WALLLEFT,#define ECB_WALLLEFT 0xfc0
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,12,define,ECB_WALLRIGHT,#define ECB_WALLRIGHT 0x3f
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,15,define,LINE_GROUND,#define LINE_GROUND 1
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,16,define,LINE_CEIL,#define LINE_CEIL 2
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,17,define,LINE_WALLRIGHT,#define LINE_WALLRIGHT 4
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,18,define,LINE_WALLLEFT,#define LINE_WALLLEFT 8
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,21,enum,LineDirection,enum LineDirection
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,31,struct,ECBSize,struct ECBSize
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,39,struct,CollData,struct CollData
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,129,struct,CollGroupDesc,struct CollGroupDesc // exists in stage file
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,147,struct,CollGroup,struct CollGroup // runtime struct
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,165,struct,CollLineDesc,struct CollLineDesc // exists in stage file
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,193,struct,CollLine,struct CollLine // runtime struct
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,213,struct,CollVert,struct CollVert
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,220,struct,CollLineUnk,struct CollLineUnk
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,229,struct,CollDataStage,struct CollDataStage
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,249,struct,CollLineConnection,"struct CollLineConnection // runtime struct, is created @ 8005a7cc, static array of these for each line direction @ 80458e88"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,260,function,Coll_CopyPosToECBs,"void Coll_CopyPosToECBs(CollData *coll_data, Vec3 *pos);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,261,function,Coll_ECBCurrToPrev,void Coll_ECBCurrToPrev(CollData *coll_data);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,262,function,Coll_InitECB,void Coll_InitECB(CollData *coll_data);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,263,function,Coll_SetECBScale,"void Coll_SetECBScale(CollData *coll_data, float scale1, float scale2, float scale3, float scale4);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,264,function,Coll_GetCurrGroundsFrictionMult,float Coll_GetCurrGroundsFrictionMult(CollData *);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,265,function,ECB_CollGround_PassLedge,"int ECB_CollGround_PassLedge(CollData *ecb, ECBSize *bones); // returns is touching ground bool"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,266,function,ECB_CollGround3,int ECB_CollGround3(CollData *ecb);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,267,function,ECB_CollAir,"void ECB_CollAir(CollData *ecb, ECBSize *bones);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,268,function,ECB_CollAir2,int ECB_CollAir2(CollData *ecb);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,269,function,ECB_CollAir3,int ECB_CollAir3(CollData *ecb);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,270,function,ECB_CollAirCheckLedge,int ECB_CollAirCheckLedge(CollData *ecb);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,271,function,ECB_CollGround,int ECB_CollGround(CollData *ecb);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,272,function,ECB_StoreLedgeCheckDirection,"int ECB_StoreLedgeCheckDirection(CollData *ecb, int ledge_check_dir);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,273,function,GrColl_SearchLedgeLeft,"int GrColl_SearchLedgeLeft(CollData *coll_data, int *return_ledge_index);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,274,function,GrColl_SearchLedgeRight,"int GrColl_SearchLedgeRight(CollData *coll_data, int *return_ledge_index);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,275,function,GrColl_GetGroundLineEndLeft,"void GrColl_GetGroundLineEndLeft(int floor_index, Vec3 *pos);                                                                                                                                    // returns the leftmost grounded coordinate of the inputted line index within its group                                                                                                                                 // this functon will crawl along the entire line sequence and find the end of the ledge"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,276,function,GrColl_GetGroundLineEndRight,"void GrColl_GetGroundLineEndRight(int floor_index, Vec3 *pos);                                                                                                                                   // returns the rightmost grounded coordinate of the inputted line index within its group"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,277,function,GrColl_GetGroundLineEndLeft_AllGroups,"void GrColl_GetGroundLineEndLeft_AllGroups(int floor_index, Vec3 *pos);                                                                                                                          // returns the leftmost grounded coordinate of the inputted line index regardless of the group"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,278,function,GrColl_GetGroundLineEndRight_AllGroups,"void GrColl_GetGroundLineEndRight_AllGroups(int floor_index, Vec3 *pos);                                                                                                                         // returns the rightmost grounded coordinate of the inputted line index regardless of the group"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,279,function,GrColl_RaycastGround,"int GrColl_RaycastGround(Vec3 *coll_pos, int *line_index, int *line_kind, Vec3 *unk1, Vec3 *unk2, Vec3 *unk3, Vec3 *unk4, void *cb, float fromX, float fromY, float toX, float toY, float unk5); // make unk5"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,280,function,GrColl_CrawlGround,"int GrColl_CrawlGround(int line_index, Vec3 *pos, int *return_line, Vec3 *return_pos, int *return_flags, Vec3 *return_slope, float x_offset, float y_offset);                                    // returns bool for if position on line series exists"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,281,function,GrColl_GetPosDifference,"int GrColl_GetPosDifference(int line_index, Vec3 *pos, Vec3 *return_pos);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,282,function,GrColl_GetLineInfo,"int GrColl_GetLineInfo(int line_index, Vec3 *r4, void *r5, int *flags, Vec3 *return_slope);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,283,function,GrColl_GetLineSlope,"void GrColl_GetLineSlope(int line_index, Vec3 *return_slope);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,284,function,GrColl_CheckIfLineEnabled,int GrColl_CheckIfLineEnabled(int line_index);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,285,function,GrColl_UpdateVertexPosition,"void GrColl_UpdateVertexPosition(int index, float x, float y);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,287,function,GrColl_EnableGroup,void GrColl_EnableGroup(int group_id);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,288,function,GrColl_RecalculateRange,void GrColl_RecalculateRange(int group_id);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,289,function,GrColl_InitMovingGroup,"void GrColl_InitMovingGroup(int group_id, JOBJ *jobj, int child_index);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,290,function,GrColl_UpdateMovingGroup,void GrColl_UpdateMovingGroup(int group_id);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/collision.h,291,function,GrColl_SetupMovingGroup,void GrColl_SetupMovingGroup(int group_id);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,2,define,MEX_H_COLOR,#define MEX_H_COLOR
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,4,include,gx.h,"#include ""gx.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,5,include,structs.h,"#include ""structs.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,6,include,datatypes.h,"#include ""datatypes.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,10,struct,ColAnimDesc,struct ColAnimDesc // in PlCo
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,16,struct,ColorOverlay,struct ColorOverlay
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,59,function,ColAnim_Apply,"void ColAnim_Apply(ColorOverlay *col, void *colanim_data, int colanim_index, int r6);"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/color.h,60,function,ColAnim_Disable,void ColAnim_Disable(ColorOverlay *col);
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.c,1,include,mex.h,"#include ""mex.h"""
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,2,define,MEX_CPU,#define MEX_CPU
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,4,define,CPU_PRESS_A,"#define CPU_PRESS_A(fd)                     CPU_AddCmd1(fd, 0x01)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,5,define,CPU_RELEASE_A,"#define CPU_RELEASE_A(fd)                   CPU_AddCmd1(fd, 0x02)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,6,define,CPU_PRESS_B,"#define CPU_PRESS_B(fd)                     CPU_AddCmd1(fd, 0x03)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,7,define,CPU_RELEASE_B,"#define CPU_RELEASE_B(fd)                   CPU_AddCmd1(fd, 0x04)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,8,define,CPU_PRESS_X,"#define CPU_PRESS_X(fd)                     CPU_AddCmd1(fd, 0x05)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,9,define,CPU_RELEASE_X,"#define CPU_RELEASE_X(fd)                   CPU_AddCmd1(fd, 0x06)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,10,define,CPU_PRESS_Y,"#define CPU_PRESS_Y(fd)                     CPU_AddCmd1(fd, 0x07)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,11,define,CPU_RELEASE_Y,"#define CPU_RELEASE_Y(fd)                   CPU_AddCmd1(fd, 0x08)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,12,define,CPU_PRESS_R,"#define CPU_PRESS_R(fd)                     CPU_AddCmd1(fd, 0x09)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,13,define,CPU_RELEASE_R,"#define CPU_RELEASE_R(fd)                   CPU_AddCmd1(fd, 0x0A)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,14,define,CPU_PRESS_L,"#define CPU_PRESS_L(fd)                     CPU_AddCmd1(fd, 0x0B)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,15,define,CPU_RELEASE_L,"#define CPU_RELEASE_L(fd)                   CPU_AddCmd1(fd, 0x0C)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,16,define,CPU_PRESS_Z,"#define CPU_PRESS_Z(fd)                     CPU_AddCmd1(fd, 0x0D)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,17,define,CPU_RELEASE_Z,"#define CPU_RELEASE_Z(fd)                   CPU_AddCmd1(fd, 0x0E)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,18,define,CPU_PRESS_UP,"#define CPU_PRESS_UP(fd)                    CPU_AddCmd1(fd, 0x0F)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,19,define,CPU_RELEASE_UP,"#define CPU_RELEASE_UP(fd)                  CPU_AddCmd1(fd, 0x10)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,20,define,CPU_PRESS_DOWN,"#define CPU_PRESS_DOWN(fd)                  CPU_AddCmd1(fd, 0x11)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,21,define,CPU_RELEASE_DOWN,"#define CPU_RELEASE_DOWN(fd)                CPU_AddCmd1(fd, 0x12)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,22,define,CPU_PRESS_RIGHT,"#define CPU_PRESS_RIGHT(fd)                 CPU_AddCmd1(fd, 0x13)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,23,define,CPU_RELEASE_RIGHT,"#define CPU_RELEASE_RIGHT(fd)               CPU_AddCmd1(fd, 0x14)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,24,define,CPU_PRESS_LEFT,"#define CPU_PRESS_LEFT(fd)                  CPU_AddCmd1(fd, 0x15)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,25,define,CPU_RELEASE_LEFT,"#define CPU_RELEASE_LEFT(fd)                CPU_AddCmd1(fd, 0x16)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,26,define,CPU_PRESS_START,"#define CPU_PRESS_START(fd)                 CPU_AddCmd1(fd, 0x17)"
decomp-orchestrator/knowledge/sources/code_context/external_mirrors/data/m_ex/include/cpu.h,27,define,CPU_RELEASE_START,"#define CPU_RELEASE_START(fd)               CPU_AddCmd1(fd, 0x18)"
